interaction_id,customer_id,customer_name,touchpoint,mode,interaction_type,product_id,product_name,category,personalized,recommendation_accepted,engagement_seconds,interaction_date,region
INT-001610,CUST-0144,Brian Sanders,Web,Online,Support Chat,PROD-FUR-001,Monitor Arm,Furniture,True,False,121,2024-10-13,North America
INT-001611,CUST-0569,Katherine Nelson,Mobile App,Online,Recommendation Click,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,112,2024-09-28,North America
INT-001612,CUST-0258,Christopher Torres,Mobile App,Online,Search,PROD-STA-006,Stapler,Stationery,False,False,121,2024-10-30,Europe
INT-001613,CUST-0490,Rebecca Flores,Mobile App,Online,Search,,,,True,True,116,2024-05-02,Asia Pacific
INT-001614,CUST-0556,Michael Hill,Email,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,122,2024-06-03,Asia Pacific
INT-001615,CUST-0576,Joanne Lane,Web,Online,Recommendation Click,PROD-STA-003,Sticky Notes,Stationery,True,True,127,2024-01-01,North America
INT-001616,CUST-0179,Bryan Strong,Email,Online,Browse,PROD-ELE-006,Laptop Stand,Electronics,True,False,124,2024-12-01,Europe
INT-001617,CUST-0284,Amanda Watts,Email,Online,Browse,,,,False,False,122,2024-11-12,North America
INT-001618,CUST-0271,Mrs. Angela Moore,Call Center,Offline,Support Chat,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,105,2024-12-28,Asia Pacific
INT-001619,CUST-0361,Derek Lewis,Web,Online,Wishlist Add,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,120,2024-08-10,North America
INT-001620,CUST-0288,Chelsea Jenkins,Mobile App,Online,Browse,,,,True,True,118,2024-04-07,Asia Pacific
INT-001621,CUST-0499,Larry George,Social Media,Online,Add To Cart,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,119,2024-10-21,North America
INT-001622,CUST-0508,Brandon Pierce,Web,Online,Search,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,111,2024-07-25,Asia Pacific
INT-001623,CUST-0597,Thomas Sheppard,Mobile App,Online,Add To Cart,PROD-STA-004,Document Folder,Stationery,True,False,115,2024-08-21,North America
INT-001624,CUST-0022,Stephanie Wu,Web,Online,Browse,PROD-STA-002,Highlighter Set,Stationery,False,False,128,2024-02-20,North America
INT-001625,CUST-0460,Tyrone Navarro,Web,Online,Support Chat,PROD-STA-006,Stapler,Stationery,True,False,111,2024-03-03,Europe
INT-001626,CUST-0185,Miguel Garcia,Web,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,113,2024-01-02,North America
INT-001627,CUST-0127,Daniel Nunez,Social Media,Online,Support Chat,PROD-STA-002,Highlighter Set,Stationery,False,False,120,2024-09-03,Europe
INT-001628,CUST-0459,Claudia Doyle,Web,Online,Recommendation Click,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,122,2024-10-13,North America
INT-001629,CUST-0273,Ronald Meadows,Email,Online,Search,PROD-STA-000,Notebook A5,Stationery,False,False,117,2024-03-14,Asia Pacific
INT-001630,CUST-0036,Roger Bennett,Web,Online,Browse,,,,True,True,116,2024-10-03,Europe
INT-001631,CUST-0386,Keith Ross,Store,Offline,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,117,2024-04-04,North America
INT-001632,CUST-0247,Pamela Campbell,Web,Online,Recommendation Click,PROD-FUR-003,Bookshelf,Furniture,False,False,129,2024-01-10,North America
INT-001633,CUST-0143,Kathleen Garcia,Web,Online,Wishlist Add,,,,False,False,117,2024-03-10,North America
INT-001634,CUST-0119,Joseph Fox,Email,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,110,2024-07-10,Asia Pacific
INT-001635,CUST-0151,Amy Valdez,Email,Online,Wishlist Add,PROD-FUR-003,Bookshelf,Furniture,True,False,131,2024-03-07,North America
INT-001636,CUST-0455,Samuel Holmes,Store,Offline,Search,,,,True,True,114,2024-09-03,North America
INT-001637,CUST-0170,Francisco Crawford,Web,Online,Browse,,,,False,False,128,2024-02-24,North America
INT-001638,CUST-0211,Mary Day,Call Center,Offline,Store Visit,,,,True,False,102,2024-11-13,Europe
INT-001639,CUST-0217,Crystal Hawkins,Mobile App,Online,Support Chat,PROD-STA-002,Highlighter Set,Stationery,False,False,125,2024-09-21,Europe
INT-001640,CUST-0532,Erika Bernard,Email,Online,Support Chat,,,,False,False,107,2024-06-22,North America
INT-001641,CUST-0092,Mr. John Jones,Web,Online,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,True,False,115,2024-02-09,Asia Pacific
INT-001642,CUST-0181,Jacqueline Brooks,Email,Online,Search,PROD-ELE-006,Laptop Stand,Electronics,True,False,107,2024-12-15,North America
INT-001643,CUST-0576,Joanne Lane,Email,Online,Recommendation Click,PROD-FUR-005,Desk Lamp,Furniture,False,False,129,2024-11-13,North America
INT-001644,CUST-0489,Allison Lopez,Store,Offline,Browse,PROD-ELE-007,HDMI Cable,Electronics,False,False,119,2024-08-03,North America
INT-001645,CUST-0442,Molly Hurley,Web,Online,Recommendation Click,PROD-FUR-004,Filing Cabinet,Furniture,True,False,117,2024-02-12,North America
INT-001646,CUST-0060,Mark Black,Mobile App,Online,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,133,2024-05-03,Asia Pacific
INT-001647,CUST-0069,Amy Lewis,Mobile App,Online,Support Chat,,,,False,False,104,2024-10-20,Asia Pacific
INT-001648,CUST-0396,Kayla Coleman,Social Media,Online,Add To Cart,PROD-STA-004,Document Folder,Stationery,False,False,131,2024-12-19,North America
INT-001649,CUST-0272,Amanda Foster,Web,Online,Support Chat,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,122,2024-07-27,North America
INT-001650,CUST-0328,Gregory Williams,Store,Offline,Browse,PROD-STA-005,Whiteboard Marker,Stationery,False,False,114,2024-11-01,North America
INT-001651,CUST-0088,Alex Coleman,Call Center,Offline,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,122,2024-08-21,Europe
INT-001652,CUST-0022,Stephanie Wu,Store,Offline,Add To Cart,PROD-ELE-005,Portable SSD,Electronics,True,False,125,2024-12-20,Asia Pacific
INT-001653,CUST-0142,John Morris,Mobile App,Online,Recommendation Click,PROD-FUR-005,Desk Lamp,Furniture,False,False,118,2024-12-28,North America
INT-001654,CUST-0165,Kristopher Silva,Web,Online,Add To Cart,PROD-FUR-003,Bookshelf,Furniture,False,False,132,2024-10-26,North America
INT-001655,CUST-0105,Amanda Bryan,Mobile App,Online,Recommendation Click,,,,False,False,122,2024-09-04,North America
INT-001656,CUST-0033,Vicki Howard,Web,Online,Recommendation Click,PROD-STA-006,Stapler,Stationery,True,False,115,2024-12-11,North America
INT-001657,CUST-0293,Joseph Jones,Social Media,Online,Store Visit,PROD-FUR-006,Office Desk,Furniture,False,False,132,2024-07-23,North America
INT-001658,CUST-0359,Tracy Wells,Call Center,Offline,Search,PROD-ELE-004,Webcam 1080p,Electronics,True,True,128,2024-02-23,North America
INT-001659,CUST-0033,Vicki Howard,Mobile App,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,False,False,117,2024-09-13,North America
INT-001660,CUST-0229,Jill Camacho,Email,Online,Browse,PROD-STA-004,Document Folder,Stationery,False,False,110,2024-01-16,Asia Pacific
INT-001661,CUST-0217,Crystal Hawkins,Email,Online,Recommendation Click,PROD-FUR-007,Side Table,Furniture,True,False,110,2024-03-29,Europe
INT-001662,CUST-0042,Tyler Oneill,Web,Online,Search,PROD-FUR-003,Bookshelf,Furniture,False,False,103,2024-10-02,North America
INT-001663,CUST-0503,Veronica Ortiz,Mobile App,Online,Browse,,,,True,False,125,2024-08-16,North America
INT-001664,CUST-0140,Micheal King,Web,Online,Recommendation Click,PROD-ELE-005,Portable SSD,Electronics,False,False,112,2024-11-22,Europe
INT-001665,CUST-0261,Christine Mcmillan,Call Center,Offline,Browse,PROD-STA-003,Sticky Notes,Stationery,False,False,120,2024-08-24,Europe
INT-001666,CUST-0572,Christopher Marquez,Web,Online,Search,,,,False,False,135,2024-02-18,Europe
INT-001667,CUST-0368,Zachary Fisher,Mobile App,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,113,2024-11-03,Asia Pacific
INT-001668,CUST-0480,Michelle Robinson,Web,Online,Store Visit,,,,False,False,113,2024-09-21,Asia Pacific
INT-001669,CUST-0072,Sarah Hughes,Call Center,Offline,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,109,2024-02-28,Asia Pacific
INT-001670,CUST-0125,Dawn Rowland,Web,Online,Search,PROD-STA-003,Sticky Notes,Stationery,True,True,116,2024-12-31,Asia Pacific
INT-001671,CUST-0016,Susan Dawson,Web,Online,Search,PROD-ELE-004,Webcam 1080p,Electronics,False,False,135,2024-09-05,Europe
INT-001672,CUST-0536,Kara Lyons,Call Center,Offline,Support Chat,PROD-FUR-003,Bookshelf,Furniture,False,False,131,2024-09-24,Asia Pacific
INT-001673,CUST-0099,Jill Richardson,Social Media,Online,Browse,PROD-FUR-007,Side Table,Furniture,True,False,120,2024-09-21,Europe
INT-001674,CUST-0364,Matthew Taylor,Web,Online,Browse,,,,True,True,131,2024-01-29,North America
INT-001675,CUST-0037,Andrew Adams,Web,Online,Wishlist Add,PROD-FUR-004,Filing Cabinet,Furniture,True,False,134,2024-05-29,North America
INT-001676,CUST-0441,Desiree Phillips,Mobile App,Online,Add To Cart,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,123,2024-06-15,Europe
INT-001677,CUST-0598,Jennifer Garcia,Web,Online,Support Chat,PROD-ELE-006,Laptop Stand,Electronics,False,False,112,2024-06-21,North America
INT-001678,CUST-0409,Joan Meyer,Web,Online,Add To Cart,PROD-ELE-005,Portable SSD,Electronics,True,False,122,2024-08-14,North America
INT-001679,CUST-0592,Joy Kelly,Social Media,Online,Add To Cart,,,,True,False,119,2024-07-08,North America
INT-001680,CUST-0096,Sherry Torres,Web,Online,Add To Cart,PROD-FUR-001,Monitor Arm,Furniture,True,True,114,2024-10-09,Asia Pacific
INT-001681,CUST-0174,Mckenzie Miller,Email,Online,Search,,,,False,False,136,2024-09-13,Europe
INT-001682,CUST-0340,Tara Harris,Web,Online,Browse,PROD-FUR-003,Bookshelf,Furniture,True,False,134,2024-12-10,Asia Pacific
INT-001683,CUST-0394,Megan Hood,Web,Online,Support Chat,PROD-ELE-002,USB-C Hub,Electronics,True,True,124,2024-08-27,Asia Pacific
INT-001684,CUST-0281,Lisa Barry,Web,Online,Support Chat,PROD-ELE-007,HDMI Cable,Electronics,False,False,112,2024-12-05,Europe
INT-001685,CUST-0162,Dylan Cobb,Mobile App,Online,Browse,,,,True,True,115,2024-07-22,Europe
INT-001686,CUST-0218,Denise Woods,Social Media,Online,Recommendation Click,PROD-FUR-001,Monitor Arm,Furniture,True,False,132,2024-02-15,Europe
INT-001687,CUST-0005,Matthew Rodriguez,Store,Offline,Browse,PROD-STA-003,Sticky Notes,Stationery,True,False,127,2024-07-05,Europe
INT-001688,CUST-0591,Sarah Greene,Call Center,Offline,Recommendation Click,,,,True,False,115,2024-12-06,Europe
INT-001689,CUST-0581,Michael Reeves,Social Media,Online,Add To Cart,,,,True,False,115,2024-12-10,North America
INT-001690,CUST-0196,Andre Reynolds,Mobile App,Online,Support Chat,PROD-ELE-007,HDMI Cable,Electronics,False,False,105,2024-10-01,North America
INT-001691,CUST-0568,Emily Gibson,Call Center,Offline,Search,PROD-STA-003,Sticky Notes,Stationery,False,False,129,2024-09-03,North America
INT-001692,CUST-0134,Gail Horton,Email,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,True,True,117,2024-08-05,Asia Pacific
INT-001693,CUST-0535,Leslie Shepard,Mobile App,Online,Add To Cart,,,,True,False,103,2024-01-13,North America
INT-001694,CUST-0351,Stacey Newman,Web,Online,Browse,PROD-ELE-002,USB-C Hub,Electronics,True,False,127,2024-08-10,Asia Pacific
INT-001695,CUST-0569,Katherine Nelson,Email,Online,Search,,,,True,False,107,2024-09-03,North America
INT-001696,CUST-0507,Angela Harris,Social Media,Online,Search,,,,False,False,126,2024-03-05,Asia Pacific
INT-001697,CUST-0527,Sarah Brown,Web,Online,Browse,PROD-FUR-007,Side Table,Furniture,True,True,122,2024-05-26,Europe
INT-001698,CUST-0137,Rebecca Elliott,Call Center,Offline,Browse,PROD-ELE-002,USB-C Hub,Electronics,False,False,126,2024-02-16,Europe
INT-001699,CUST-0100,Jesus Nguyen,Call Center,Offline,Add To Cart,,,,True,False,129,2024-12-15,North America
INT-001700,CUST-0513,Christine Watkins,Mobile App,Online,Browse,PROD-FUR-006,Office Desk,Furniture,False,False,111,2024-11-07,Europe
INT-001701,CUST-0481,Benjamin Jenkins,Web,Online,Add To Cart,,,,False,False,126,2024-06-05,North America
INT-001702,CUST-0359,Tracy Wells,Store,Offline,Wishlist Add,,,,True,True,149,2024-05-13,Europe
INT-001703,CUST-0541,Robert Moore,Store,Offline,Support Chat,,,,False,False,121,2024-05-09,Europe
INT-001704,CUST-0001,Marie Ramos,Web,Online,Store Visit,,,,False,False,119,2024-03-04,North America
INT-001705,CUST-0128,Seth Perez,Store,Offline,Browse,PROD-STA-005,Whiteboard Marker,Stationery,True,True,130,2024-02-06,Asia Pacific
INT-001706,CUST-0409,Joan Meyer,Web,Online,Add To Cart,PROD-STA-007,Paper Clips Box,Stationery,True,False,126,2024-05-17,North America
INT-001707,CUST-0166,Tammy Anderson,Web,Online,Wishlist Add,PROD-FUR-004,Filing Cabinet,Furniture,True,False,110,2024-06-04,North America
INT-001708,CUST-0418,Steven Washington,Web,Online,Search,PROD-ELE-000,Wireless Mouse,Electronics,False,False,147,2024-02-29,Europe
INT-001709,CUST-0125,Dawn Rowland,Web,Online,Support Chat,PROD-STA-006,Stapler,Stationery,True,False,118,2024-09-28,North America
INT-001710,CUST-0342,Jacqueline Church,Store,Offline,Search,PROD-STA-004,Document Folder,Stationery,False,False,127,2024-01-11,Europe
INT-001711,CUST-0258,Christopher Torres,Mobile App,Online,Browse,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,106,2024-01-02,North America
INT-001712,CUST-0453,Kristi Anderson,Call Center,Offline,Add To Cart,,,,False,False,114,2024-08-14,North America
INT-001713,CUST-0525,John Johnson,Store,Offline,Browse,,,,False,False,123,2024-09-05,Europe
INT-001714,CUST-0166,Tammy Anderson,Store,Offline,Browse,,,,True,False,131,2024-09-10,Europe
INT-001715,CUST-0079,Kevin Barnes,Store,Offline,Add To Cart,,,,True,False,128,2024-03-01,North America
INT-001716,CUST-0132,Mary Weeks,Mobile App,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,113,2024-03-28,Asia Pacific
INT-001717,CUST-0584,Stacy Gardner,Web,Online,Browse,,,,False,False,105,2024-04-27,North America
INT-001718,CUST-0561,Stephen Walker,Web,Online,Recommendation Click,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,114,2024-08-08,Europe
INT-001719,CUST-0390,Matthew Fitzgerald,Social Media,Online,Search,PROD-FUR-001,Monitor Arm,Furniture,True,True,132,2024-08-12,North America
INT-001720,CUST-0403,Joy Carter,Email,Online,Browse,,,,False,False,111,2024-07-09,Asia Pacific
INT-001721,CUST-0396,Kayla Coleman,Social Media,Online,Store Visit,PROD-ELE-000,Wireless Mouse,Electronics,False,False,132,2024-03-03,North America
INT-001722,CUST-0025,Tara Kidd,Web,Online,Store Visit,PROD-STA-003,Sticky Notes,Stationery,False,False,129,2024-07-23,North America
INT-001723,CUST-0046,Glenn Adkins,Web,Online,Add To Cart,PROD-STA-000,Notebook A5,Stationery,True,False,120,2024-05-10,Europe
INT-001724,CUST-0305,Erika Patterson,Mobile App,Online,Browse,,,,True,True,120,2024-01-24,North America
INT-001725,CUST-0598,Jennifer Garcia,Web,Online,Browse,,,,False,False,105,2024-06-22,Asia Pacific
INT-001726,CUST-0068,Michael Medina,Email,Online,Browse,PROD-STA-005,Whiteboard Marker,Stationery,True,False,120,2024-02-29,Asia Pacific
INT-001727,CUST-0294,Isaac Martinez,Web,Online,Store Visit,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,109,2024-10-14,North America
INT-001728,CUST-0058,Patricia Francis,Store,Offline,Browse,,,,False,False,122,2024-01-02,Europe
INT-001729,CUST-0400,Darrell Johnson,Social Media,Online,Recommendation Click,PROD-FUR-003,Bookshelf,Furniture,True,True,125,2024-09-25,Asia Pacific
INT-001730,CUST-0195,Joy Williams,Social Media,Online,Browse,PROD-ELE-007,HDMI Cable,Electronics,True,False,129,2024-06-02,Europe
INT-001731,CUST-0276,Hailey Hodges,Mobile App,Online,Add To Cart,PROD-STA-006,Stapler,Stationery,False,False,127,2024-08-04,North America
INT-001732,CUST-0479,Jacob Gardner,Web,Online,Store Visit,PROD-FUR-003,Bookshelf,Furniture,True,False,144,2024-09-25,Europe
INT-001733,CUST-0156,Laura Smith,Mobile App,Online,Add To Cart,,,,True,False,143,2024-01-31,North America
INT-001734,CUST-0352,Gina Griffin,Web,Online,Recommendation Click,,,,False,False,102,2024-12-20,North America
INT-001735,CUST-0072,Sarah Hughes,Social Media,Online,Search,,,,False,False,103,2024-05-29,Asia Pacific
INT-001736,CUST-0214,Brenda Cook,Web,Online,Search,,,,True,False,125,2024-03-25,Asia Pacific
INT-001737,CUST-0216,Brent Stokes,Web,Online,Search,PROD-FUR-003,Bookshelf,Furniture,False,False,141,2024-09-26,North America
INT-001738,CUST-0572,Christopher Marquez,Web,Online,Search,PROD-STA-006,Stapler,Stationery,False,False,132,2024-09-06,Europe
INT-001739,CUST-0026,Debra Jones,Web,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,144,2024-06-23,North America
INT-001740,CUST-0000,Jordan Martin,Mobile App,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,112,2024-12-11,North America
INT-001741,CUST-0224,Anthony Johnson,Social Media,Online,Browse,PROD-ELE-005,Portable SSD,Electronics,False,False,102,2024-08-29,Asia Pacific
INT-001742,CUST-0372,John Pruitt,Email,Online,Recommendation Click,PROD-STA-002,Highlighter Set,Stationery,False,False,120,2024-03-01,Europe
INT-001743,CUST-0061,Tammy Evans,Social Media,Online,Search,PROD-FUR-005,Desk Lamp,Furniture,False,False,107,2024-12-20,North America
INT-001744,CUST-0387,Virginia Johnson,Web,Online,Recommendation Click,PROD-FUR-000,Standing Desk Mat,Furniture,True,True,129,2024-01-05,North America
INT-001745,CUST-0123,Eugene Jones,Web,Online,Add To Cart,,,,False,False,125,2024-06-04,North America
INT-001746,CUST-0387,Virginia Johnson,Web,Online,Recommendation Click,,,,True,False,122,2024-08-15,Europe
INT-001747,CUST-0126,Meredith Werner,Web,Online,Add To Cart,,,,False,False,121,2024-09-11,North America
INT-001748,CUST-0469,Mark Smith,Mobile App,Online,Support Chat,PROD-FUR-007,Side Table,Furniture,True,False,102,2024-11-11,North America
INT-001749,CUST-0092,Mr. John Jones,Store,Offline,Add To Cart,PROD-FUR-006,Office Desk,Furniture,False,False,104,2024-03-17,North America
INT-001750,CUST-0563,Jonathan Mata,Mobile App,Online,Add To Cart,,,,True,False,116,2024-05-04,Asia Pacific
INT-001751,CUST-0490,Rebecca Flores,Web,Online,Browse,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,127,2024-06-05,Asia Pacific
INT-001752,CUST-0263,Timothy Deleon,Store,Offline,Browse,PROD-FUR-001,Monitor Arm,Furniture,False,False,108,2024-01-02,Europe
INT-001753,CUST-0342,Jacqueline Church,Social Media,Online,Wishlist Add,,,,False,False,124,2024-12-29,Asia Pacific
INT-001754,CUST-0455,Samuel Holmes,Email,Online,Recommendation Click,PROD-ELE-007,HDMI Cable,Electronics,False,False,111,2024-09-26,North America
INT-001755,CUST-0311,Victoria Marshall DVM,Web,Online,Store Visit,PROD-ELE-000,Wireless Mouse,Electronics,False,False,124,2024-04-09,North America
INT-001756,CUST-0168,Anna Key,Web,Online,Support Chat,PROD-FUR-001,Monitor Arm,Furniture,False,False,127,2024-12-07,Europe
INT-001757,CUST-0576,Joanne Lane,Email,Online,Recommendation Click,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,116,2024-07-04,Europe
INT-001758,CUST-0198,Stephanie Smith,Social Media,Online,Browse,PROD-ELE-006,Laptop Stand,Electronics,True,False,118,2024-02-17,Asia Pacific
INT-001759,CUST-0401,Roger Shaw,Mobile App,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,True,False,126,2024-01-24,North America
INT-001760,CUST-0411,Adam Jones,Call Center,Offline,Add To Cart,PROD-ELE-000,Wireless Mouse,Electronics,True,True,114,2024-07-17,North America
INT-001761,CUST-0048,Russell Williams,Mobile App,Online,Store Visit,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,112,2024-04-22,Europe
INT-001762,CUST-0398,David Galloway,Store,Offline,Support Chat,PROD-FUR-004,Filing Cabinet,Furniture,False,False,140,2024-10-18,Asia Pacific
INT-001763,CUST-0247,Pamela Campbell,Web,Online,Store Visit,,,,True,False,124,2024-11-13,Asia Pacific
INT-001764,CUST-0530,Christopher Morris,Web,Online,Search,PROD-STA-006,Stapler,Stationery,True,True,117,2024-11-12,North America
INT-001765,CUST-0186,Richard Chavez,Email,Online,Browse,PROD-FUR-006,Office Desk,Furniture,True,True,110,2024-01-06,North America
INT-001766,CUST-0119,Joseph Fox,Web,Online,Browse,PROD-FUR-007,Side Table,Furniture,False,False,119,2024-05-18,North America
INT-001767,CUST-0459,Claudia Doyle,Web,Online,Support Chat,PROD-FUR-007,Side Table,Furniture,True,False,106,2024-06-25,Asia Pacific
INT-001768,CUST-0044,Susan Bates,Store,Offline,Recommendation Click,,,,False,False,101,2024-04-04,North America
INT-001769,CUST-0040,Kenneth Mcclain,Email,Online,Recommendation Click,PROD-ELE-000,Wireless Mouse,Electronics,False,False,139,2024-04-14,Europe
INT-001770,CUST-0217,Crystal Hawkins,Mobile App,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,144,2024-02-26,North America
INT-001771,CUST-0165,Kristopher Silva,Web,Online,Store Visit,PROD-FUR-001,Monitor Arm,Furniture,False,False,112,2024-07-29,Europe
INT-001772,CUST-0370,Frank Young,Web,Online,Browse,,,,False,False,121,2024-04-22,Europe
INT-001773,CUST-0422,Crystal Johnson,Web,Online,Wishlist Add,PROD-FUR-001,Monitor Arm,Furniture,True,True,127,2024-10-21,North America
INT-001774,CUST-0399,Noah Martin,Mobile App,Online,Wishlist Add,PROD-ELE-007,HDMI Cable,Electronics,False,False,132,2024-07-08,Europe
INT-001775,CUST-0310,Katie Guzman,Mobile App,Online,Store Visit,,,,True,False,109,2024-03-29,Asia Pacific
INT-001776,CUST-0265,Nancy Osborn,Social Media,Online,Browse,PROD-STA-003,Sticky Notes,Stationery,False,False,121,2024-07-23,Asia Pacific
INT-001777,CUST-0521,Shelley Schneider,Web,Online,Browse,PROD-FUR-007,Side Table,Furniture,True,False,108,2024-01-27,North America
INT-001778,CUST-0316,Jessica Wilson,Mobile App,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,131,2024-08-25,North America
INT-001779,CUST-0532,Erika Bernard,Social Media,Online,Browse,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,False,125,2024-08-31,Asia Pacific
INT-001780,CUST-0377,Linda Grant,Web,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,131,2024-10-24,Asia Pacific
INT-001781,CUST-0282,Nicole Douglas,Store,Offline,Wishlist Add,PROD-ELE-007,HDMI Cable,Electronics,False,False,115,2024-01-16,North America
INT-001782,CUST-0453,Kristi Anderson,Web,Online,Wishlist Add,PROD-STA-002,Highlighter Set,Stationery,False,False,110,2024-09-11,North America
INT-001783,CUST-0114,Cynthia White,Store,Offline,Search,,,,False,False,121,2024-12-03,North America
INT-001784,CUST-0575,William Campbell,Social Media,Online,Recommendation Click,,,,False,False,127,2024-01-23,Europe
INT-001785,CUST-0247,Pamela Campbell,Web,Online,Recommendation Click,PROD-FUR-007,Side Table,Furniture,True,False,123,2024-08-11,Europe
INT-001786,CUST-0480,Michelle Robinson,Web,Online,Browse,,,,False,False,128,2024-08-10,North America
INT-001787,CUST-0204,Audrey Wallace,Web,Online,Support Chat,PROD-ELE-002,USB-C Hub,Electronics,False,False,114,2024-05-22,Europe
INT-001788,CUST-0372,John Pruitt,Web,Online,Search,,,,True,True,120,2024-01-19,Asia Pacific
INT-001789,CUST-0535,Leslie Shepard,Store,Offline,Search,PROD-ELE-007,HDMI Cable,Electronics,False,False,109,2024-07-09,Europe
INT-001790,CUST-0374,Mr. Corey Miller,Email,Online,Search,PROD-ELE-000,Wireless Mouse,Electronics,False,False,117,2024-05-19,North America
INT-001791,CUST-0221,Diane Perez,Store,Offline,Support Chat,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,95,2024-10-25,Europe
INT-001792,CUST-0034,Julia Olson,Social Media,Online,Search,PROD-ELE-002,USB-C Hub,Electronics,True,True,116,2024-08-12,Asia Pacific
INT-001793,CUST-0294,Isaac Martinez,Email,Online,Support Chat,,,,True,True,117,2024-11-08,North America
INT-001794,CUST-0327,Jenny Juarez,Mobile App,Online,Support Chat,,,,False,False,120,2024-08-03,North America
INT-001795,CUST-0182,Zachary Garcia,Mobile App,Online,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,False,False,144,2024-10-05,North America
INT-001796,CUST-0403,Joy Carter,Store,Offline,Search,PROD-STA-002,Highlighter Set,Stationery,False,False,127,2024-08-30,Europe
INT-001797,CUST-0288,Chelsea Jenkins,Store,Offline,Browse,PROD-ELE-005,Portable SSD,Electronics,True,False,111,2024-02-16,North America
INT-001798,CUST-0015,Shawn Knight,Email,Online,Browse,,,,False,False,116,2024-06-17,Europe
INT-001799,CUST-0384,Dana Knight,Email,Online,Browse,PROD-ELE-004,Webcam 1080p,Electronics,False,False,104,2024-05-30,Asia Pacific
INT-001800,CUST-0168,Anna Key,Call Center,Offline,Recommendation Click,PROD-FUR-004,Filing Cabinet,Furniture,False,False,135,2024-02-05,North America
INT-001801,CUST-0078,Michelle Roman,Web,Online,Support Chat,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,115,2024-10-21,North America
INT-001802,CUST-0226,Margaret Robinson,Call Center,Offline,Browse,PROD-FUR-005,Desk Lamp,Furniture,False,False,119,2024-10-13,Asia Pacific
INT-001803,CUST-0175,Jeremiah Callahan,Mobile App,Online,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,False,False,144,2024-07-05,Asia Pacific
INT-001804,CUST-0590,Matthew Johnson,Mobile App,Online,Search,PROD-STA-004,Document Folder,Stationery,False,False,104,2024-07-19,North America
INT-001805,CUST-0284,Amanda Watts,Store,Offline,Recommendation Click,,,,True,True,128,2024-04-02,Asia Pacific
INT-001806,CUST-0483,Caitlin Gonzalez,Call Center,Offline,Browse,PROD-STA-005,Whiteboard Marker,Stationery,True,True,114,2024-07-20,North America
INT-001807,CUST-0072,Sarah Hughes,Store,Offline,Add To Cart,PROD-ELE-002,USB-C Hub,Electronics,False,False,108,2024-08-30,Europe
INT-001808,CUST-0561,Stephen Walker,Web,Online,Search,PROD-ELE-004,Webcam 1080p,Electronics,True,True,122,2024-12-03,Europe
INT-001809,CUST-0485,Brian Rogers,Email,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,True,True,115,2024-11-18,North America
INT-001810,CUST-0577,Vanessa Gonzalez,Social Media,Online,Search,PROD-STA-003,Sticky Notes,Stationery,False,False,111,2024-04-11,North America
INT-001811,CUST-0455,Samuel Holmes,Social Media,Online,Recommendation Click,PROD-ELE-003,Bluetooth Headphones,Electronics,True,True,129,2024-07-13,North America
